Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
5/13/2004	3042	23042					12					0.00					
5/13/2004	3043	23043					8					0.00					
5/13/2004	3044	23044			3		8					0.00					
5/12/2004	3045	23045					7			1		0.00					
6/2/2004	3045	23045					9					0.00					
6/9/2004	3045	23045					2					0.00					
6/23/2004	3045	23045					0					0.00					
7/7/2004	3045	23045					4					0.00					
7/14/2004	3045	23045					1					0.00					
7/29/2004	3045	23045					2					0.00	eyeglasses	Mt. Sylvan UMC			
8/19/2004	3045	23045										58.00					
8/25/2004	3045	23045					3					0.00					
9/15/2004	3045	23045					3					0.00					
9/29/2004	3045	23045					0			1		0.00					
12/30/2004	3045	23045					3					0.00					
1/27/2005	3045	23045					0			1		0.00					
5/12/2004	3046	23046					4			1		0.00					
5/19/2004	3046	23046					7					0.00					
6/8/2004	3046	23046					7					0.00					
7/14/2004	3046	23046					3			1		0.00					
5/11/2004	3047	23047			6		16					0.00					
6/29/2004	3047	23047			6		21					0.00	Duke Power	St. Philip's			
7/12/2004	3047	23047										208.00					
8/25/2005	3047	23047			6		27					0.00					
2/2/2006	3047	23047			6	40	28					0.00					
3/23/2006	3047	23047			6	40	9					0.00					
6/15/2006	3047	23047			6	40	30					0.00					
10/19/2006	3047	23047			6	40	39					0.00					
11/21/2006	3047	23047			6	40	25					0.00					
1/11/2007	3047	23047			6	40	19					0.00					
12/20/2007	3047	0			6	40	29					0.00					
5/11/2004	3048	23048			8		30					0.00					
6/3/2004	3048	23048					30					0.00					
8/22/2006	3048	23048				0	18					0.00					
2/27/2007	3048	23048			8	50	9					0.00					
7/24/2007	3048	0			8	50	55					0.00					
5/11/2004	3049	23049					8					0.00					
4/14/2005	3049	23049					5			1		0.00					
5/11/2004	3050	23050					6					0.00					
5/11/2004	3051	23051			5		44					0.00					
11/2/2004	3051	23051			5		71	12				0.00					
12/21/2004	3051	23051			5							0.00					
1/4/2005	3051	23051			5							0.00					
3/31/2005	3051	23051			5		40					0.00					
8/18/2005	3051	23051			5		31					0.00					
10/6/2005	3051	23051			5		49					0.00					
11/8/2005	3051	23051			5		29					0.00					
12/29/2005	3051	23051			5	30	18					0.00					
3/16/2006	3051	23051			5	30	11					0.00					
8/29/2006	3051	23051			5	30	28					0.00					
11/2/2006	3051	23051			5	30	15					0.00					
10/26/2010	3051	0			4	30	4					0.00					
5/11/2004	3052	23052			4		13					0.00					
5/11/2004	3053	23053			5		11					0.00					
6/29/2004	3053	23053			5		6	12				0.00					
10/7/2004	3053	23053			5		13					0.00					
4/26/2005	3053	23053			5		21					0.00					
5/31/2005	3053	23053					6					0.00					
8/2/2005	3053	23053					30					0.00					
8/30/2005	3053	23053					10	12				0.00					
10/25/2005	3053	23053					17	12				0.00					
11/29/2005	3053	23053			5		5					0.00					
2/14/2006	3053	23053				0	3	12				0.00					
6/13/2006	3053	23053				0	6	12				0.00					
7/13/2006	3053	23053				0	7					0.00					
9/12/2006	3053	23053				0	7	24				0.00					
11/10/2006	3053	23053				0	10	12				0.00					
4/3/2007	3053	0				0	14					0.00					
4/24/2007	3053	0				0	3	12				0.00					
5/24/2007	3053	0				0	9	12				0.00					
6/28/2007	3053	0				0	5	12				0.00					
8/7/2007	3053	0				0	5					0.00					
9/13/2007	3053	0			5	30	17					0.00					
10/18/2007	3053	0				0	12	12				0.00					
11/20/2007	3053	0				0	2	12				0.00					
12/20/2007	3053	0			5	30						0.00					
2/21/2008	3053	0				0	7					0.00					
3/25/2008	3053	0			5	30	9					0.00					
7/15/2008	3053	0				0	10					0.00					
10/21/2008	3053	0			5	30	11	12				0.00					
12/20/2011	3053	0			4	30	10					0.00					
1/8/2013	3053	0			4	30	6					0.00					
6/11/2014	3053	0			4	30						0.00					
8/27/2014	3053	0			4	30	12					0.00					
10/24/2016	3053	0				0	7					0.00					
2/1/2017	3053	0			4	30	5					0.00					
1/17/2019	3053	0				0	2					0.00					
6/13/2019	3053	0				0	0					0.00	Duke Power	Mt. Sylvan UMC			
5/6/2004	3054	23054		Financial assistance								63.41					
5/6/2004	3055	23055			1		3					0.00					
5/6/2004	3056	23056			2		10					0.00					
2/15/2005	3056	23056					5					0.00					
6/2/2005	3056	23056					8					0.00					
7/26/2005	3056	23056					2					0.00					
11/8/2005	3056	23056					5					0.00					
12/1/2005	3056	23056				0	7					0.00					
1/10/2006	3056	23056				0	4					0.00					
11/2/2006	3056	23056				0	14					0.00					
5/6/2004	3057	23057					0					0.00					
5/19/2004	3057	23057					6					0.00					
6/3/2004	3057	23057					6					0.00					
12/2/2004	3057	23057					4					0.00					
2/10/2005	3057	23057					5					0.00					
5/12/2005	3057	23057					7					0.00					
6/9/2005	3057	23057					7					0.00					
8/31/2005	3057	23057					6					0.00					
6/22/2006	3057	23057				0	3					0.00					
8/17/2006	3057	23057				0	1					0.00					
9/7/2006	3057	23057				0	7					0.00					
7/12/2007	3057	0				0	2					0.00					
1/30/2008	3057	0				0	4					0.00					
3/27/2008	3057	0				0	8					0.00					
7/3/2008	3057	0				0	3					0.00					
7/17/2008	3057	0				0						0.00					
9/11/2008	3057	0				0	10					0.00					
10/23/2008	3057	0				0	6					0.00					
12/10/2008	3057	0				0	8					0.00					
1/8/2009	3057	0				0	7			1		0.00					
2/12/2009	3057	0				0	10					0.00					
4/1/2009	3057	0				0	6					0.00					
4/22/2009	3057	0				0	7					0.00					
5/21/2009	3057	0				0	4					0.00					
6/4/2009	3057	0				0	0					0.00					
7/2/2009	3057	0			1	10	6					0.00					
7/16/2009	3057	0				0	10					0.00					
8/13/2009	3057	0				0	4					0.00					
9/10/2009	3057	0			1	10	2					0.00					
10/8/2009	3057	0			1	10	6					0.00					
11/18/2009	3057	0				0	6					0.00					
1/7/2010	3057	0				0	6					0.00					
3/4/2010	3057	0			1	10	7					0.00					
4/1/2010	3057	0				0	5					0.00					
5/6/2010	3057	0				0	6					0.00					
10/27/2010	3057	0				0	3					0.00					
5/4/2004	3058	23058			5		5					0.00					
7/15/2004	3058	23058			4		8					0.00					
8/26/2004	3058	23058			5		22					0.00					
9/30/2004	3058	23058			5		17					0.00					
11/2/2004	3058	23058			5		34	12				0.00					
12/14/2004	3058	23058			5		9					0.00					
1/18/2005	3058	23058			6		17	12				0.00					
4/19/2005	3058	23058			6		14					0.00					
6/28/2005	3058	23058			6		18	12				0.00					
7/26/2005	3058	23058			6		19	12				0.00					
9/6/2005	3058	23058			6		30					0.00					
10/6/2005	3058	23058			6		19					0.00					
11/22/2005	3058	23058			6		11	12				0.00					
12/22/2005	3058	23058			6	40	14	12				0.00					
3/14/2006	3058	23058			7	50	13					0.00					
4/11/2006	3058	23058			6	40	41					0.00					
7/17/2007	3058	0			6	40	10					0.00					
12/3/2009	3058	0			6	40	16					0.00					
12/30/2010	3058	0			6	50	19					0.00					
5/4/2004	3059	23059			6							0.00					
5/5/2004	3060	23060					3					0.00					
5/12/2004	3061	23061					7			1		0.00					
10/27/2010	3061	0			1	15	3					0.00					
5/5/2004	3062	23062					4					0.00					
6/2/2004	3062	23062					4					0.00					
7/29/2004	3062	23062					4					0.00					
5/5/2004	3063	23063					2					0.00					
10/6/2004	3063	23063					2					0.00					
5/20/2004	3064	23064			4							0.00					
7/15/2004	3064	23064			4		4					0.00					
1/6/2005	3064	23064			4							0.00					
5/19/2004	3065	23065					6					0.00					
5/19/2004	3066	23066					11			1		0.00					
5/19/2004	3067	23067					3			1		0.00					
5/19/2004	3068	23068					1					0.00					
8/12/2004	3068	23068					4					0.00					
8/1/2007	3068	0				0	6					0.00					
9/12/2007	3068	0				0	4			1		0.00					
9/19/2007	3068	0				0	2					0.00					
9/26/2007	3068	0				0	3					0.00					
10/3/2007	3068	0				0	3					0.00					
5/19/2004	3070	23070					7					0.00					
7/21/2004	3070	23070					5					0.00					
8/25/2004	3070	23070					4					0.00					
1/23/2015	3070	0				0	4					0.00					
8/4/2015	3070	0			1	15	4					0.00					
10/19/2015	3070	0			1	15	3					0.00					
11/17/2015	3070	0			1	15	3					0.00					
12/23/2015	3070	0			1	15	4					0.00					
1/19/2016	3070	0			1	15	7					0.00					
2/18/2016	3070	0			1	15	4					0.00					
3/23/2016	3070	0			1	15	3					0.00					
4/28/2016	3070	0			1	15	5					0.00					
6/9/2016	3070	0			1	15	4					0.00					
7/7/2016	3070	0			1	15	5					0.00					
11/14/2016	3070	0			2	20	5					0.00					
5/18/2004	3071	23071			4							0.00					
5/18/2004	3072	23072					5					0.00					
3/8/2007	3072	23072			3	20	7					0.00					
5/18/2004	3073	23073					7					0.00					
5/18/2004	3074	23074					2			1		0.00					
5/18/2004	3075	23075					9					0.00					
5/25/2004	3076	23076			1		8					0.00					
2/17/2005	3076	23076					4					0.00					
2/23/2010	3076	0			1	10	4					0.00					
2/24/2010	3076	0				0	0					0.00					
3/17/2010	3076	0			1	10	3					0.00					
3/22/2010	3076	0			1	10						0.00					
4/28/2010	3076	0			1	10	3					0.00					
1/20/2011	3076	0			1	15	4					0.00					
3/24/2011	3076	0			1	15	4					0.00					
9/29/2011	3076	0			1	15	3					0.00					
2/13/2012	3076	0			1	15	4					0.00					
2/23/2012	3076	0			1	15	6					0.00					
4/24/2012	3076	0			1	15	5					0.00					
6/14/2012	3076	0			1	15	4					0.00					
7/23/2012	3076	0			1	15	10					0.00					
8/21/2012	3076	0			1	15	7					0.00					
10/15/2012	3076	0			1	15	10					0.00					
11/12/2012	3076	0			1	15	4					0.00					
1/14/2013	3076	0			1	15	3					0.00					
3/13/2013	3076	0			1	15	8					0.00					
6/27/2013	3076	0			1	15	3					0.00					
7/30/2013	3076	0			1	15	4					0.00					
10/10/2013	3076	0			1	15	7					0.00					
11/7/2013	3076	0			1	15	3					0.00					
12/18/2013	3076	0			1	15	8					0.00					
1/9/2014	3076	0			1	15	4					0.00					
3/5/2014	3076	0			1	15	2					0.00					
4/9/2014	3076	0			1	15	3					0.00					
5/7/2014	3076	0			1	15						0.00					
6/4/2014	3076	0			1	15	4					0.00					
9/8/2014	3076	0			1	15	10					0.00					
10/7/2014	3076	0			1	15	10					0.00					
11/3/2014	3076	0			1	15	3					0.00					
12/8/2014	3076	0			1	15	2					0.00					
1/6/2015	3076	0			1	15	3					0.00					
2/9/2015	3076	0			1	15	3					0.00					
3/4/2015	3076	0			1	15	2					0.00					
4/13/2015	3076	0			1	15	4					0.00					
5/19/2015	3076	0			1	15	3					0.00					
6/15/2015	3076	0			1	15	4					0.00					
7/15/2015	3076	0			1	15	5					0.00					
9/2/2015	3076	0			1	15	4					0.00					
11/3/2015	3076	0			1	15	3					0.00					
12/14/2015	3076	0			1	15	5					0.00					
1/7/2016	3076	0			1	15	3					0.00					
2/4/2016	3076	0			1	15	4					0.00					
3/7/2016	3076	0			1	15	3					0.00					
1/11/2017	3076	0			3	25	0					0.00					
5/8/2017	3076	0			1	15	4					0.00					
6/5/2017	3076	0			1	15	5					0.00					
7/11/2017	3076	0			1	15	2					0.00					
5/25/2004	3077	23077					3					0.00					
8/26/2004	3077	23077					5					0.00					
9/21/2004	3077	23077					5					0.00					
1/3/2006	3077	23077				0	4					0.00					
9/12/2006	3077	23077				0	2					0.00					
4/10/2007	3077	0			2	15	1					0.00					
5/12/2004	3078	23078					5					0.00					
6/16/2004	3078	23078					6					0.00					
5/19/2005	3078	23078					6			1		0.00					
4/3/2008	3078	0				0	1					0.00					
5/24/2004	3079	23079					1					0.00					
5/26/2004	3079	23079					2			1		0.00					
6/22/2004	3079	23079					2					0.00					
5/27/2004	3083	23083			3							0.00					
5/27/2004	3084	23084			1		5					0.00					
5/26/2004	3085	23085					3					0.00					
5/26/2004	3086	23086					6					0.00					
6/8/2006	3087	23087			1	10						0.00					
7/13/2006	3087	23087			1	10	3					0.00					
8/14/2006	3087	23087			4	25						0.00					
9/25/2006	3087	23087			1	10						0.00					
10/23/2006	3087	23087			1	10						0.00					
6/21/2007	3087	0			3	20						0.00					
8/16/2007	3087	0			1	10	15					0.00					
9/27/2007	3087	0			1	10	12					0.00					
12/6/2007	3087	0			1	10						0.00					
1/3/2008	3087	0			1	10	14					0.00					
5/27/2004	3088	23088					13					0.00					
6/2/2004	3088	23088					5					0.00					
11/18/2004	3090	23090					7			1		0.00					
6/3/2004	3091	23091					4					0.00					
6/3/2004	3092	23092					17					0.00					
6/3/2004	3093	23093					16			1		0.00					
6/30/2004	3093	23093					6					0.00					
7/28/2004	3093	23093					2					0.00					
8/25/2004	3093	23093						12				0.00					
9/1/2004	3093	23093					6	12				0.00					
9/6/2004	3093	23093						12				0.00					
9/8/2004	3093	23093						12				0.00					
9/16/2004	3093	23093						12				0.00					
9/23/2004	3093	23093						12				0.00					
6/3/2004	3095	23095								1		0.00					
7/12/2005	3095	23095					4					0.00					
8/3/2005	3095	23095					5					0.00					
8/10/2005	3095	23095					8					0.00					
9/7/2005	3095	23095					6					0.00					
9/21/2005	3095	23095					3					0.00					
6/3/2004	3096	23096					4					0.00					
6/2/2004	3097	23097					7					0.00					
5/19/2004	3098	23098					4					0.00					
5/26/2004	3098	23098					1					0.00					
6/9/2004	3099	23099					8					0.00					
7/14/2004	3099	23099					0			1		0.00					
8/25/2004	3099	23099					3					0.00					
9/9/2004	3099	23099					0					0.00					
10/28/2004	3099	23099					7			1		0.00					
12/21/2004	3099	23099					8			1		0.00					
6/8/2004	3100	23100					14					0.00					
6/29/2004	3100	23100					9					0.00					
3/15/2005	3100	23100			4		11			1		0.00					
1/19/2006	3100	23100			2	15	6			1		0.00					
3/16/2006	3100	23100			2	15	11					0.00					
5/4/2006	3100	23100				0	5					0.00					
5/10/2006	3100	23100				0				1		0.00					
6/6/2006	3100	23100			2	15	5					0.00					
10/12/2006	3100	23100				0	2					0.00					
12/30/2008	3100	0			5	30	16					0.00					
10/28/2010	3100	0			6	50	18					0.00					
6/27/2011	3100	0			6	50	16					0.00					
6/8/2004	3101	23101			1							0.00					
6/2/2004	3102	23102					4					0.00					
6/9/2004	3102	23102					0					0.00					
6/16/2004	3102	23102					2					0.00					
6/30/2004	3102	23102					4					0.00					
7/28/2004	3102	23102					7					0.00					
8/11/2004	3102	23102					7					0.00					
9/22/2004	3102	23102					6			1		0.00					
10/13/2004	3102	23102					6					0.00					
12/16/2004	3102	23102					4					0.00					
1/18/2005	3102	23102					4					0.00					
1/27/2005	3102	23102					1					0.00					
8/23/2005	3102	23102			3		8			1		0.00					
11/15/2005	3102	23102			1							0.00					
1/5/2006	3102	23102			1	10	3					0.00					
1/26/2006	3102	23102				0	4					0.00					
2/9/2006	3102	23102			1	10						0.00					
4/27/2006	3102	23102			1	10	1					0.00					
6/6/2006	3102	23102			1	10	5					0.00					
8/3/2006	3102	23102			1	10						0.00					
10/19/2006	3102	23102			1	10						0.00					
12/12/2006	3102	23102			1	10	2					0.00					
3/13/2007	3102	23102			1	10	5					0.00					
4/16/2007	3102	23102			1	10	10					0.00					
10/11/2007	3102	0			1	10	3					0.00					
3/11/2008	3102	0			1	10	5					0.00					
12/29/2008	3102	0			1	10	4			1		0.00					
8/26/2010	3102	0			3	25						0.00					
6/8/2004	3103	23103					5			1		0.00					
6/9/2004	3105	23105					5					0.00					
6/8/2004	3106	23106					8					0.00					
6/16/2004	3107	23107					12					0.00					
6/10/2004	3108	23108					5			1		0.00					
6/16/2004	3108	23108					5					0.00					
6/10/2004	3109	23109					5			1		0.00					
6/16/2004	3109	23109					6			1		0.00					
6/16/2004	3110	23110					4					0.00					
6/23/2004	3110	23110					2					0.00					
6/30/2004	3110	23110					13			1		0.00					
7/28/2004	3110	23110					5					0.00					
8/18/2004	3110	23110					13					0.00					
9/22/2004	3110	23110					6					0.00					
2/17/2005	3110	23110					4					0.00					
4/19/2005	3110	23110					6			1		0.00					
6/24/2009	3110	0			1	10	7					0.00					
1/27/2010	3110	0			1	10	12					0.00					
5/27/2014	3110	0			1	15	6					0.00					
7/25/2017	3110	0			1	15	2					0.00					
10/13/2017	3110	0			1	18	0					0.00					
2/8/2018	3110	0			1	18						0.00					
3/26/2018	3110	0			1	18	14					0.00					
4/17/2018	3110	0			1	18	1					0.00					
5/24/2018	3110	0			1	18	1					0.00					
6/25/2018	3110	0			1	18	1					0.00					
7/19/2018	3110	0			1	18	5					0.00					
8/21/2018	3110	0			1	18	2					0.00					
11/20/2018	3110	0			1	18	3					0.00					
12/21/2018	3110	0			1	18	3					0.00					
2/5/2019	3110	0			1	18	5					0.00					
4/9/2019	3110	0			1	18	4					0.00					
5/30/2019	3110	0			1	18	3					0.00					
6/16/2004	3111	23111					6					0.00					
6/30/2004	3111	23111					5					0.00					
7/14/2004	3111	23111					5			1		0.00					
1/3/2007	3111	23111				0	4			1		0.00					
1/24/2007	3111	23111				0						0.00					
5/16/2007	3111	0				0	5					0.00					
5/23/2007	3111	0				0	13					0.00					
5/30/2007	3111	0				0	7					0.00					
7/18/2007	3111	0				0	5					0.00					
8/22/2007	3111	0				0	2					0.00					
6/10/2004	3112	23112					10					0.00					
6/23/2004	3112	23112					0					0.00					
7/7/2004	3112	23112					3					0.00					
7/21/2004	3112	23112					0			1		0.00					
8/11/2004	3112	23112					14					0.00					
6/10/2004	3113	23113					8					0.00					
6/10/2004	3114	23114					6			1		0.00					
7/29/2004	3114	23114					0					0.00					
6/10/2004	3115	23115			4		0					0.00					
9/25/2006	3115	23115			1	10						0.00					
4/23/2007	3115	0			1	10						0.00					
7/17/2007	3115	0			1	10	10					0.00					
12/19/2017	3115	0			1	18	5					0.00					
6/10/2004	3116	23116					10			1		0.00					
6/9/2004	3117	23117					10					0.00					
6/29/2004	3117	23117					9			1		0.00					
7/22/2004	3117	23117					0					0.00					
10/12/2004	3117	23117					10			1		0.00					
3/29/2005	3117	23117					4			1		0.00					
7/24/2009	3117	0				0	4					0.00					
9/16/2009	3117	0				0	0					0.00					
9/23/2009	3117	0				0	1					0.00					
4/4/2019	3117	0				0	1					0.00					
4/18/2019	3117	0				0	2					0.00					
5/2/2019	3117	0				0	0					0.00					
5/16/2019	3117	0				0	1					0.00					
5/20/2019	3117	0				0	3					0.00					
5/1/1931	3118	0			2	20	6					0.00					
6/9/2004	3118	23118					5					0.00					
6/23/2004	3118	23118					18					0.00					
9/22/2004	3118	23118					4					0.00					
11/11/2004	3118	23118					4			1		0.00					
3/28/2006	3118	23118				0	4					0.00					
4/20/2006	3118	23118				0	7					0.00					
1/25/2007	3118	23118				0	9					0.00					
3/8/2007	3118	23118			2	15	8					0.00					
5/10/2007	3118	0			2	15	8					0.00					
6/14/2007	3118	0			2	15	10					0.00					
8/30/2007	3118	0			2	15						0.00					
12/6/2007	3118	0				0	7					0.00					
2/21/2008	3118	0			2	15	13					0.00					
4/1/2008	3118	0				0	23					0.00					
5/1/2008	3118	0			2	15	10					0.00					
6/5/2008	3118	0			2	15	3					0.00					
7/24/2008	3118	0			2	15	11					0.00					
9/4/2008	3118	0			2	15	14					0.00					
9/18/2008	3118	0				0	12					0.00					
10/1/2008	3118	0			2	15	20			1		0.00					
10/14/2008	3118	0			2	15	16					0.00					
12/2/2008	3118	0			3	20	7			1		0.00					
1/22/2009	3118	0			3	20	14					0.00					
4/23/2009	3118	0			3	20	9					0.00					
5/14/2009	3118	0				0	24					0.00					
8/20/2009	3118	0			1	10	12					0.00					
9/24/2009	3118	0			1	10	5			1		0.00					
10/15/2009	3118	0			1	10	7					0.00					
2/25/2010	3118	0			2	15	11					0.00					
3/31/2010	3118	0			2	15						0.00					
6/17/2010	3118	0			2	15	15					0.00					
8/19/2010	3118	0			3	25	30					0.00					
10/5/2010	3118	0			3	25	10					0.00					
11/10/2010	3118	0			4	30	21					0.00					
12/9/2010	3118	0			4	30	3					0.00					
12/22/2010	3118	0				0	21					0.00					
1/20/2011	3118	0			4	30	23			1		0.00					
2/23/2011	3118	0			4	30	20					0.00					
3/31/2011	3118	0			4	30	20					0.00					
7/5/2011	3118	0				0	8					0.00					
9/21/2011	3118	0			2	20	12					0.00					
11/7/2011	3118	0			2	20	15					0.00					
